<<<<<<< HEAD
=======
111941.902021 72
111941.902042 72
111941.902051 72
111941.903463 73
111941.903473 73
111941.906042 73
111941.923823 73
111941.924106 73
111941.924552 73
111941.998623 71
111942.000655 71
111942.003406 71
111942.044121 71
111942.046664 71
111942.047228 71
111942.052800 72
111942.053219 72
111942.053632 72
111942.076786 72
111942.076944 72
111942.077581 72
111942.079537 71
111942.079688 71
111942.082421 73
111942.082431 71
111942.082741 73
111942.086284 73
111942.102052 71
111942.104476 71
111942.105448 71
111942.240411 73
111942.240952 73
111942.242935 73
111942.251407 73
111942.252045 73
111942.252057 73
111942.253788 73
111942.254054 73
111942.256783 73
111942.282906 72
111942.284873 72
111942.285280 72
111942.331879 72
111942.332209 72
111942.335106 72
111942.364378 72
111942.364398 72
111942.364845 72
111942.386436 71
111942.386456 71
111942.387502 71
111942.400530 72
111942.400947 72
111942.401807 72
111942.419418 73
111942.419747 73
111942.420341 73
111942.542834 72
111942.546923 72
111942.546927 72
111942.546935 72
111942.549656 72
111942.549664 72
111942.562161 73
111942.563252 73
111942.563971 73
111942.599080 72
111942.602520 72
111942.603306 72
111942.631410 72
111942.631922 72
111942.633125 72
111942.654187 73
111942.655203 73
111942.656187 73
111942.658751 73
111942.659674 73
111942.660671 73
111942.689878 73
111942.691504 73
111942.692018 73
111942.736132 73
111942.736796 73
111942.738652 73
111942.841371 72
111942.841770 72
111942.846841 73
111942.846853 73
111942.848392 72
111942.848440 73
111942.929739 72
111942.932207 72
111942.933156 72
111942.951916 73
111942.952177 73
111942.953771 73
111943.098031 71
111943.098045 71
111943.100046 71
111943.100050 71
111943.100059 71
111943.102189 71
111943.107014 70
111943.107161 70
111943.108325 70
111943.143676 72
111943.143688 72
111943.145436 72
111943.150523 73
111943.153832 73
111943.153846 73
111943.177434 71
111943.177890 71
111943.178407 71
111943.267459 72
111943.267480 72
111943.268205 72
111943.272029 71
111943.273835 71
111943.274359 71
111943.302770 72
111943.304807 72
111943.305077 72
111943.312434 73
111943.313003 72
111943.315846 72
111943.315854 73
111943.316620 72
111943.316628 73
111943.324082 71
111943.325212 71
111943.325761 71
111943.329314 73
111943.329326 73
111943.330268 73
111943.480655 71
111943.480973 71
111943.483931 71
111943.506040 74
111943.508158 74
111943.508473 74
111943.527218 72
111943.527613 72
111943.528182 71
111943.530369 71
111943.530628 72
111943.530678 71
111943.569574 71
111943.570051 71
111943.570568 71
111943.582137 73
111943.583909 73
111943.586868 70
111943.587623 70
111943.588948 73
111943.588956 70
